record_id,company_name,contact_name,title,email,phone,contact_form_url,company_url,source_url,mhlw_source_url,license_number,license_type,city_or_prefecture,specialization,classification,hunter_likelihood,hunter_likelihood_reason,evidence_keywords,verification_status,confidence,source_accessed_at,notes,email_source_url,email_source_text_path,enrichment_status
company-6d46393e,モス物流プランニング 株式会社,,,mos@mos-sapporo.com,011-857-1000,,http://mos-sapporo.com,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300089%2C0+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300089%2C0+++++,01-ユ-300089,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Primary business is freight transport and logistics (貨物自動車運送事業); driver dispatch and temp staffing are secondary; no headhunting or executive search evidence,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Found public business email mos@mos-sapporo.com (mailto link) on the official service page for inquiries. Company identity confirmed on info page by name, phone (011-857-1000), address (Sapporo), and domain (mos-sapporo.com).",http://mos-sapporo.com/service/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-007/company-6d46393e-service.txt,agent_email_found
company-102336d3,株式会社 アメリカンビジネスサービス,,,,011-221-1702,https://www.american-bs.co.jp/contact/,https://www.american-bs.co.jp/contact/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300090%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300090%2C1+++++,01-ユ-300090,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Official/public evidence is mainly non-headhunter vertical: 人材派遣.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://www.american-bs.co.jp/contact/,data/runs/20260522-101225/raw/static/company-102336d3-page1-6c7b382f5c.html,contact_form_found
company-d3815507,株式会社 アメリカンビジネスサービス,,,,083-976-0033,https://www.american-bs.co.jp/contact/,https://www.american-bs.co.jp/contact/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300090%2C2+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300090%2C2+++++,01-ユ-300090,有料職業紹介事業,山口県,全行业,recruitment_agency,exclude,Official/public evidence is mainly non-headhunter vertical: 人材派遣.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://www.american-bs.co.jp/contact/,data/runs/20260522-101225/raw/static/company-d3815507-page1-6c7b382f5c.html,contact_form_found
company-21f695d1,株式会社 エルフィンウエブ,,,,011-887-8641,,https://elfinweb.com,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300102%2C0+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300102%2C0+++++,01-ユ-300102,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"primary business is 人材派遣 (temp staffing/dispatch), an excluded non-headhunter vertical",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site https://elfinweb.com/ confirms company identity: name, address, MHLW license 01-ユ-300102, phone 011-887-8641. No email or contact form found; only phone/fax listed. Primary business is temp staffing dispatch, not headhunting. Classified exclude due to 人材派遣 dispatch staffing primary business.",https://elfinweb.com/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-008/company-21f695d1-elfinweb-com.txt,agent_official_site_found_no_contact
company-7d57a650,株式会社 ネオコーポレーション,,,,011-208-7117,https://z103.secure.ne.jp/~z103076/secure/index.html,http://www.neocorporation.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300106%2C0+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300106%2C0+++++,01-ユ-300106,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Official/public evidence mainly indicates 人材派遣 (temporary staffing) as a core business, an exclusion vertical. No headhunting/executive-search keywords found.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Contact form confirmed via official site nav link to https://z103.secure.ne.jp/~z103076/secure/index.html. No public email found. Company confirmed by name (株式会社ネオコーポレーション), phone (011-208-7117), and official domain neocorporation.jp.",https://z103.secure.ne.jp/~z103076/secure/index.html,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-009/company-7d57a650-contact.txt,agent_contact_form_found
company-2111bd8a,株式会社 ＢＥＣＫ,,,,011-706-0077,https://beckjp.com/order-form/,https://beckjp.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300143%2C0+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300143%2C0+++++,01-ユ-300143,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Construction personnel dispatch (labor dispatch license 派01-300346) and paid placement. No headhunting/executive search evidence; dispatch/temp staffing is exclusion signal.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site beckjp.com confirmed via MHLW reference link. Company identity confirmed by name, phone, address, and license. Order form at /order-form/ serves as public business inquiry channel. No email published on any page.",https://beckjp.com/order-form/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-010/company-2111bd8a-order-form.txt,agent_contact_form_found
company-495e6b3d,リンケージサービス 株式会社,,,,011-272-2234,https://www.lsi-gpc.co.jp/contact/,https://www.lsi-gpc.co.jp/contact/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300185%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300185%2C1+++++,01-ユ-300185,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Official/public evidence is mainly non-headhunter vertical: 人材派遣.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://www.lsi-gpc.co.jp/contact/,data/runs/20260522-101225/raw/static/company-495e6b3d-page1-cc81355bf1.html,contact_form_found
company-90b81456,リンケージサービス 株式会社,,,,03-6809-1318,https://www.lsi-gpc.co.jp/contact/,https://www.lsi-gpc.co.jp/contact/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300185%2C2+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300185%2C2+++++,01-ユ-300185,有料職業紹介事業,東京都,全行业,recruitment_agency,exclude,Official/public evidence is mainly non-headhunter vertical: 人材派遣.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://www.lsi-gpc.co.jp/contact/,data/runs/20260522-101225/raw/static/company-90b81456-page1-cc81355bf1.html,contact_form_found
company-e44a782b,株式会社 ヤマダイグループ,,,yamadai@yamadai-group.com,0138-48-0350,https://yamadai-group.com/contact/,https://yamadai-group.com/contact/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300246%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300246%2C1+++++,01-ユ-300246,有料職業紹介事業,北海道,全行业,recruitment_agency,high,Official/public evidence contains strong hunter signal: 役員紹介.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://yamadai-group.com/contact/,data/runs/20260522-101225/raw/static/company-e44a782b-page1-b8da5edd57.html,email_found
company-58542413,株式会社 ヤマダイグループ,,,yamadai@yamadai-group.com,011-522-9207,https://yamadai-group.com/contact/,https://yamadai-group.com/contact/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300246%2C2+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300246%2C2+++++,01-ユ-300246,有料職業紹介事業,北海道,全行业,recruitment_agency,high,Official/public evidence contains strong hunter signal: 役員紹介.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://yamadai-group.com/contact/,data/runs/20260522-101225/raw/static/company-58542413-page1-b8da5edd57.html,email_found
company-90534e23,株式会社 プロサポート物流,,,,011-204-8833,https://kkpro-support.co.jp/inquiries,https://kkpro-support.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300259%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300259%2C1+++++,01-ユ-300259,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Dispatch/temp staffing agency for logistics warehouse and event staffing; main business is haken/shokai dispatch not headhunting,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official website kkpro-support.co.jp confirmed by company name, phone 011-204-8833, address, and MHLW license 01-ユ-300259 on about page. Contact/inquiry form found at /inquiries but no public email published. Business is temp staffing/dispatch (派遣紹介会社), not headhunting.",https://kkpro-support.co.jp/inquiries,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-011/company-90534e23-contact.txt,agent_contact_form_found
company-e3451244,株式会社 札総,,,h-sassou-staff@meccs.co.jp,011-676-7800,,https://www.meccs-sassou.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300273%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300273%2C1+++++,01-ユ-300273,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Core business is building maintenance/cleaning and temp staffing (人材派遣); non-headhunter vertical,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Found public email h-sassou-staff@meccs.co.jp on official company business content page (staffing dept). Company confirmed by name, phone 011-676-7800, address Sapporo, and license 01-ユ-300273 matching MHLW data.",https://www.meccs-sassou.com/contents_of_business.html,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-012/company-e3451244-business.txt,agent_email_found
company-dd61c9e6,合同会社エム・アイ・エス札幌,,,,090-7653-3636,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300319%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300319%2C1+++++,01-ユ-300319,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Company's main operations are disability employment support (就労継続支援B型) per WAM and Kaigojob evidence; falls under care exclusion.,有料職業紹介事業; 厚生労働省,mhlw_verified,medium,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: MHLW page confirms exact company by name and license. No email or website found for this entity. Contact form at mis-sapporo.com belongs to separate corporate entity (合同会社MIS平岸, corp#2430003005133). gBizINFO and Tsujigawa confirmed no website registered. Company has 0 placements across all MHLW-reporting years.",https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300319%2C1+++++,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-013/company-dd61c9e6-mhlw.txt,agent_not_found
company-a77dfeed,株式会社 ＧＳＩ,,,,011-726-7771,https://glue-si.com/contact/contact-other/,https://glue-si.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300333%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300333%2C1+++++,01-ユ-300333,有料職業紹介事業,北海道,全行业,recruitment_agency,low,"Main business is IT system development; MHLW paid placement license only, no headhunter/executive-search positioning",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Contact form confirmed at glue-si.com/contact/contact-other/ (web form with reCAPTCHA). Company identity confirmed via MHLW raw evidence containing full-width name, phone, and license number. Official site glue-si.com confirmed as GSI corporate website.",https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300333%2C1+++++,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-014/company-a77dfeed-mhlw.txt,agent_contact_form_found
company-a883a512,株式会社ドルフィン,,,,045-228-8262,https://dolphin-i.com/contact,https://dolphin-i.com/contact,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300341%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300341%2C1+++++,01-ユ-300341,有料職業紹介事業,神奈川県,全行业,recruitment_agency,low,No explicit headhunter or recruiting-positioning signal found in available official/public evidence.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://dolphin-i.com/contact,data/runs/20260522-101225/raw/static/company-a883a512-page1-508670f2e2.html,contact_form_found
company-54c52725,株式会社エス・エム・エスサポートサービス,,,,050-1741-5555,https://www.sms-s-s.com/contact/,https://www.sms-s-s.com/contact/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300356%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300356%2C1+++++,01-ユ-300356,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Official/public evidence is mainly non-headhunter vertical: 介護.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://www.sms-s-s.com/contact/,data/runs/20260522-101225/raw/static/company-54c52725-page1-dbcc71d490.html,contact_form_found
