record_id,company_name,contact_name,title,email,phone,contact_form_url,company_url,source_url,mhlw_source_url,license_number,license_type,city_or_prefecture,specialization,classification,hunter_likelihood,hunter_likelihood_reason,evidence_keywords,verification_status,confidence,source_accessed_at,notes,email_source_url,email_source_text_path,enrichment_status
company-6ba927b1,公益社団法人北海道シルバー人材センター連合会,,,,0138-26-3555,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C6+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C6+++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver HR Center providing part-time/temp light work for seniors (60+), not headhunting/executive search",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/ with exact company name matching. Public web inquiry form found at /inquiry_1. No public business email published. MHLW scope confirms only temporary/light work for elderly Hokkaido residents.,https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-014/company-6ba927b1-inquiry-page.txt,agent_contact_form_found
company-4cb66993,公益社団法人北海道シルバー人材センター連合会,,,,0143-45-8155,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/index,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C7+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C7+++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Silver Human Resource Center exclusively serves seniors (高年齢者) with temporary/light work; not a headhunter,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Found official site at webc.sjc.ne.jp/doushiren/ with a public inquiry form. Company identity confirmed by name, address, Sapporo phone, and MHLW license. MHLW evidence confirms scope is elderly-only temporary/light employment.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-015/company-4cb66993-inquiry.txt,agent_contact_form_found
company-abe068b1,公益社団法人北海道シルバー人材センター連合会,,,,0134-33-9850,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C8+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C8+++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver HR Center is senior temp/dispatch staffing for temporary light work, not headhunting",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site at webc.sjc.ne.jp/doushiren/ matches company name exactly. Public contact form at /inquiry_1. No public email published. Organization provides temporary/part-time work for seniors (臨時的かつ短期的/軽易な業務), which is dispatch/temp staffing, a non-headhunter vertical.",https://webc.sjc.ne.jp/doushiren/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-016/company-abe068b1-doushiren.txt,agent_contact_form_found
company-c42aa42b,公益社団法人北海道シルバー人材センター連合会,,,,011-384-3771,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C9+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C9+++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver Human Resources Center providing temporary/light work for elderly; senior part-time staffing, not headhunting.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/ via Dokobot read. Contact form found at inquiry_1, but no email address published on site. Company is a public interest foundation operating Silver HR Centers for senior temporary/part-time staffing.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-017/company-c42aa42b-inquiry.txt,agent_contact_form_found
company-161a7c31,公益社団法人北海道シルバー人材センター連合会,,,,0123-26-2277,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C10++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C10++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Silver Human Resources Center providing temporary/light work for seniors (高年齢者); not headhunting,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/. Contact form found at /inquiry_1. Company confirmed via name, phone (011-223-2711), and MHLW license 01-ユ-900001. No public email published.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-018/company-161a7c31-inquiry.txt,agent_contact_form_found
company-238073d6,公益社団法人北海道シルバー人材センター連合会,,,,0144-35-1700,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C11++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C11++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Silver Human Resources Center for senior temporary/part-time work; excludes headhunting.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official company site confirmed at webc.sjc.ne.jp/doushiren/. Contact form found at inquiry_1 page. No public email. Company is a public-interest incorporated association for senior employment support, not a headhunter.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-019/company-238073d6-inquiry.txt,agent_contact_form_found
company-7f246c5b,公益社団法人北海道シルバー人材センター連合会,,,,0125-23-4759,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C12++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C12++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver Human Resources Center exclusively provides senior citizen (aged 60+) temporary/part-time employment, not headhunting/executive search.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site at webc.sjc.ne.jp/doushiren/ confirmed by exact company name in page title/header. Public inquiry/contact form found at inquiry_1 page. No public email address published.,https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-020/company-7f246c5b-hokkaido-silver-inquiry.txt,agent_contact_form_found
company-0e94a7c7,公益社団法人北海道シルバー人材センター連合会,,,,0155-38-2001,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C13++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C13++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver HR Center serving seniors for temporary/light work (高年齢者/臨時的短期), not headhunting",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official website confirmed at webc.sjc.ne.jp/doushiren/. Contact form found on inquiry page. No public email published. Senior employment vertical (high-age/part-time) excludes headhunter classification.,https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-021/company-0e94a7c7-contact-form.txt,agent_contact_form_found
company-f4b13c9a,公益社団法人北海道シルバー人材センター連合会,,,,0157-23-6000,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C14++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C14++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver Human Resource Center; senior citizen part-time/temporary light-duty staffing, non-headhunter vertical",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/. Public web inquiry form found but no public email. Company is a senior employment support organization for elderly part-time/temporary work, not headhunting.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-022/company-f4b13c9a-inquiry.txt,agent_contact_form_found
company-9ee52e15,公益社団法人北海道シルバー人材センター連合会,,,,0154-44-5755,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C15++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C15++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Silver HR center providing temporary/part-time work for seniors; not a headhunter. MHLW confirms job seekers limited to elderly doing light/short-term work.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/ with matching company name and Sapporo HQ phone. Contact page has a web inquiry form only; no public email found. Company is a public-interest foundation for senior employment (part-time/temp staffing), not a headhunter.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-023/company-9ee52e15-contact.txt,agent_contact_form_found
company-1cf59442,公益社団法人北海道シルバー人材センター連合会,,,,011-373-6763,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C16++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C16++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Silver Human Resources Center serving seniors/elderly with temporary/part-time light work; non-headhunter senior-employment vertical,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Contact form found on official site inquiry_1 page; no public email address listed. Company identity confirmed via MHLW license 01-ユ-900001 and official site name/phone match.,https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-024/company-1cf59442-inquiry.txt,agent_contact_form_found
company-9ca045d1,公益社団法人北海道シルバー人材センター連合会,,,,0123-34-0311,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C17++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C17++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver human resources center providing part-time senior staffing (高年齢者, 軽易な業務); matches part-time staffing exclusion signal",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/ via local Dokobot read. No public email published. Public contact form confirmed at /inquiry_1,https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-025/company-9ca045d1-contact.txt,agent_contact_form_found
company-09fb83eb,公益社団法人北海道シルバー人材センター連合会,,,,0126-24-4255,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C18++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C18++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Silver Human Resources Center (シルバー人材センター) serving elderly aged 60+ for temporary/light work; not recruitment or headhunting,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/ with company name matching MHLW license. Contact form found at /inquiry_1. No public email address found. Hunter excluded due to senior employment support nature (temporary/light work for elderly), not headhunting.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-026/company-09fb83eb-inquiry.txt,agent_contact_form_found
company-3522e3a9,公益社団法人北海道シルバー人材センター連合会,,,,0142-23-6448,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C20++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C20++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Senior-focused temporary/light work placement (シルバー人材センター); MHLW confirms target is 高年齢者 for 臨時的かつ短期的又は軽易な業務; not headhunting,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/ bearing company name, address, and phone. Contact form at /inquiry_1 is a public inquiry form. No public email displayed. Company is a public interest foundation providing temporary/light work for seniors, not a headhunter.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-027/company-3522e3a9-inquiry.txt,agent_contact_form_found
company-2ff9e4df,公益社団法人北海道シルバー人材センター連合会,,,,0162-22-1156,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C21++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C21++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver Human Resources Center provides temporary/light work for seniors (60+), not headhunting; keyword: 高年齢者, 臨時的かつ短期的業務",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site found at webc.sjc.ne.jp/doushiren/. Company confirmed by page title matching the exact company name. Contact form found at /inquiry_1. No public email published; only phone and web form offered.,https://webc.sjc.ne.jp/doushiren/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-028/company-2ff9e4df-doushiren.txt,agent_contact_form_found
company-d40b8a4f,公益社団法人北海道シルバー人材センター連合会,,,,0152-43-6688,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C22++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C22++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver Human Resources Center focused on senior/elderly employment (高年齢者), falls under non-headhunter verticals",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/ matching MHLW company name, address, and phone. Public inquiry form found at /inquiry_1. No public email published.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-029/company-d40b8a4f-inquiry.txt,agent_contact_form_found
company-ec6bfd40,公益社団法人北海道シルバー人材センター連合会,,,,0133-64-7771,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C23++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C23++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Silver Human Resources Center for senior part-time/temporary staffing; excludes headhunter classification,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site https://webc.sjc.ne.jp/doushiren/ confirmed by Dokobot showing company name. Contact form found at /inquiry_1. No public email. Company is a senior-focused temporary/light-work staffing federation, not a headhunter.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-030/company-ec6bfd40-hokkaido-sjc-inquiry.txt,agent_contact_form_found
company-9b6aee51,公益社団法人北海道シルバー人材センター連合会,,,doushi@doushiren.jp,0143-88-0880,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C24++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C24++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver HR Center Federation providing temporary light work for seniors aged 60+, not headhunting or executive search",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email doushi@doushiren.jp confirmed on national Silver HR Center Association listing page (zsjc.or.jp). Company verified via name, phone 011-223-2711, and website webc.sjc.ne.jp/doushiren/. Contact form also available. Hunter likelihood exclude: company is a Silver/senior employment placement service for part-time/light work.",https://www.zsjc.or.jp/center/anatano_list?pref=1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-031/company-9b6aee51-national-listing.txt,agent_email_found
company-fc6c9a9d,公益社団法人北海道シルバー人材センター連合会,,,,0165-23-4040,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C25++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C25++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver Human Resources Center (シルバー人材センター) providing short-term/temporary/light-duty work for seniors (高年齢者), classified as part-time/temp staffing, not headhunting.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at webc.sjc.ne.jp/doushiren/ with matching company name. No public email found but inquiry form available. Company is a public-benefit corporation focused on senior temporary/part-time employment, not executive search.",https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-032/company-fc6c9a9d-contact.txt,agent_contact_form_found
company-2a010d50,公益社団法人北海道シルバー人材センター連合会,,,shimizu@sjc.ne.jp,0156-62-6058,,https://webc.sjc.ne.jp/shimizu/index,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C26++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C26++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver Human Resources Center provides part-time/temporary employment for senior citizens (60+), not headhunting. Official site uses term '高齢者' and '臨時的かつ短期的な軽易業務'.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email shimizu@sjc.ne.jp confirmed on national federation listing page for Shimizu-cho Silver HRC at same address/phone as MHLW record. Phone 0156-62-6058 matches exactly. Company website at webc.sjc.ne.jp/shimizu confirmed same entity.,https://www.zsjc.or.jp/center/anatano_list?pref=1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-033/company-2a010d50-zsjc-hokkaido-listing.txt,agent_email_found
company-ed2adaf0,公益社団法人北海道シルバー人材センター連合会,,,,0138-66-3470,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C27++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C27++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Silver Human Resources Center Federation providing temporary/part-time work for elderly seniors; senior/part-time staffing exclusion vertical.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site found at webc.sjc.ne.jp/doushiren/ confirmed by company name and phone 011-223-2711. Contact form at /inquiry_1. No public email published. Company is a public-interest foundation for senior temporary staffing, not a headhunter.",https://webc.sjc.ne.jp/doushiren/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-034/company-ed2adaf0-site.txt,agent_contact_form_found
company-aa9f0db8,公益社団法人北海道シルバー人材センター連合会,,,,0146-43-2800,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C28++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C28++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver Human Resources Center (シルバー人材センター) focused on senior part-time/dispatch staffing; public interest foundation, not headhunter.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site https://webc.sjc.ne.jp/doushiren/ confirms company name exact match. Contact form at /inquiry_1. No public email found. MHLW license 01-ユ-900001 confirms identity.,https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-035/company-aa9f0db8-inquiry.txt,agent_contact_form_found
company-b203cc66,公益社団法人北海道シルバー人材センター連合会,,,,0158-23-7276,https://webc.sjc.ne.jp/doushiren/inquiry_1,https://webc.sjc.ne.jp/doushiren/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C29++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C29++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Silver Human Resources Center federation exclusively handles senior (60+) part-time/temporary light work (高年齢者/臨時的短期業務), not headhunting",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site webc.sjc.ne.jp/doushiren/ confirmed with matching company name and Sapporo HQ address. Contact web form found at inquiry_1 page; no public email published. MHLW page confirms scope: elderly job seekers for temporary light work.,https://webc.sjc.ne.jp/doushiren/inquiry_1,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-036/company-b203cc66-inquiry.txt,agent_contact_form_found
