记录ID,公司名称,联系人,职位,邮箱,电话,联系表单链接,公司官网,基础来源URL,厚生劳动省来源URL,许可证号,许可类型,城市或都道府县,专业领域,业务分类,猎头匹配度,猎头匹配理由,证据关键词,验证状态,可信度,来源访问时间,备注,邮箱或表单证据URL,邮箱或表单证据原始路径,邮箱补充状态
company-4a4935ac,株式会社ＭＩＫ,,,,011-299-7361,https://www.mik-s.jp/contact,https://www.mik-s.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300554%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300554%2C1+++++,01-ユ-300554,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Has paid placement license (有料職業紹介) and human solution positioning, but primarily engineer dispatch (労働者派遣) staffing business",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Company identity confirmed via phone 011-299-7361, license 01-ユ-300554, and address match on mik-s.jp/gaiyou. No email published; public contact form at /contact is the official inquiry channel. Primary business is engineer staffing/dispatch with secondary paid placement services.",https://www.mik-s.jp/gaiyou,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-041/company-4a4935ac-gaiyou.txt,agent_contact_form_found
company-1feaf1c3,株式会社 エス・イー・ジャパン,,,,011-577-1396,https://www.campus-add.com/contact,https://www.campus-add.com,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300607%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300607%2C1+++++,01-ユ-300607,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Company operates job-hunting support (就活支援), recruitment support (採用支援), and paid placement (有料職業紹介); no headhunting or executive search keywords found.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Confirmed company identity via MHLW license match on Campus Add company page (same license 01-ユ-300607, same address, same phone). Official company website is campus-add.com. Contact page has an inquiry form.",https://www.campus-add.com/company,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-051/company-1feaf1c3-campus-add.txt,agent_contact_form_found
company-27caec90,荒井 輝夫,,,info@ta-yokusuru.com,080-4395-4246,https://ta-yokusuru.com/contact/,https://ta-yokusuru.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300655%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300655%2C1+++++,01-ユ-300655,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Positioned as hotel-industry 人材紹介/転職支援/転職エージェント; general recruitment signals, no executive-search or headhunting keywords.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: MHLW page confirmed trading name T&A YOKUSURU under operator 荒井 輝夫. Official website ta-yokusuru.com verified via MHLW link reference, matching address, phone, and license number. Company page publicly lists info@ta-yokusuru.com. Contact form also available at /contact/.",https://ta-yokusuru.com/company/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-056/company-27caec90-company.txt,agent_email_found
company-45e3306d,株式会社 オガワヤ,,,yohei@ogawaya.info,090-2819-9647,,https://13labo.com,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300680%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300680%2C1+++++,01-ユ-300680,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"MHLW license (01-ユ-300680) shows general paid job placement (有料職業紹介事業), no headhunting/executive-search keywords on 13labo.com",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Found business email yohei@ogawaya.info on 13labo.com, which lists operator as 株式会社オガワヤ at exact same address (札幌市北区北13条西4丁目1-2 第一志水ビル2階) matching MHLW record. Company also hosts recruitment events via evekatsu, confirming active placement business.",https://13labo.com,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-061/company-45e3306d-13labo.txt,agent_email_found
company-c0314bce,株式会社 ＹＮＳトラスト,,,y_ito@ynstrust.com,090-5076-2927,https://www.ynstrust.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B-1/,https://www.ynstrust.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300705%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300705%2C1+++++,01-ユ-300705,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,人材紹介 (personnel introduction/placement) signal on company website; no executive search or headhunting keywords found.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email y_ito@ynstrust.com confirmed on official top page at www.ynstrust.com. Company identity verified by matching MHLW license number 01-ユ-300705, company name, and address.",https://www.ynstrust.com/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-063/company-c0314bce-ynstrust-top.txt,agent_email_found
company-bff54c38,株式会社 ＦＥＲＮＡ,,,,0155-67-1016,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300767%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300767%2C1+++++,01-ユ-300767,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Company holds 有料職業紹介事業 (paid occupational placement) license, indicating a general recruitment/placement agency (人材紹介), but no headhunting-specific keywords found.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Extensive search across Google, Yahoo Japan, corporate directories (Alarmbox, houjin.jp, gBizInfo, tsujigawa), Rotary Club page, and MHLW page confirmed the company exists in Obihiro, Hokkaido (established 2023) but has no public website, email, or contact form. Corporate registry confirms no URL on file.",https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300767%2C1+++++,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-070/company-bff54c38-mhlw.txt,agent_not_found
company-ba265401,Ｆｏｒｃｅ Ｌｉｎｋ Ｎｅｘｔ 株式会社,,,forcelink-group@forcelinknext.jp,011-376-5714,,https://forcelinknext.jp,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300784%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300784%2C1+++++,01-ユ-300784,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"有料職業紹介事業 license and 採用コンサルティング事業 indicate general recruitment/placement services, but no headhunting/executive-search signal",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email forcelink-group@forcelinknext.jp confirmed in mailto links on official company site forcelinknext.jp. Profile page proves company identity via name (ForceLinkNext株式会社), phone (011-376-5714), and license (01-ユ-300784).",https://forcelinknext.jp/companyprofile.html,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-073/company-ba265401-profile-v2.txt,agent_email_found
company-b34f069c,株式会社 ヒューマンイノベーションラボ,,,,011-806-2726,,https://hi-lab.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300821%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300821%2C1+++++,01-ユ-300821,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"General recruitment support and training (採用支援, RPO, 研修, 有料職業紹介事業); no headhunting/executive search signal.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site hi-lab.co.jp confirmed via Google search and validated by matching company name, address, and phone to MHLW record. Contact page lists address and phone only; no email or contact form published. Services page shows general recruitment/placement (新卒/中途/障がい者/外国人採用支援) and training, not headhunting-specific.",https://hi-lab.co.jp/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-076/company-b34f069c-hilab.txt,agent_official_site_found_no_contact
company-028aa873,株式会社 ケイズ,,,,011-807-0299,https://ks0826.com/contact,https://ks0826.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300863%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300863%2C1+++++,01-ユ-300863,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Official site lists ""有料職業紹介"" (paid placement/recruitment) and mentions ""人材紹介""; general recruitment signal, not headhunter-specific.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Company identity confirmed via matching phone (011-807-0299) and MHLW license (01-ユ-300863) on official site ks0826.com. No public email found. Contact form at /contact confirmed via local Dokobot read.,https://ks0826.com/contact,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-080/company-028aa873-contact.txt,agent_contact_form_found
company-2986ef04,ＮｅＸ 株式会社,,,info@nex-pert.jp,050-6868-2779,https://nex-pert.com/contact/,https://nex-pert.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300876%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300876%2C1+++++,01-ユ-300876,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"Company offers 人材紹介事業 (placement service) among broader HR solutions, indicating general recruitment/placement positioning rather than headhunting.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email info@nex-pert.jp found on official company page (spam-protected with ★ replaced by @). Contact form also available at /contact/. Domain nex-pert.com confirmed as official site via MHLW link and matching phone/address/location.,https://nex-pert.com/company/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-082/company-2986ef04-company.txt,agent_email_found
company-90b06893,札幌駅総合開発 株式会社,,,,011-209-5082,https://www.jr-tower.com/circles_tenant_form,https://www.jr-tower.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300887%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300887%2C1+++++,01-ユ-300887,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"人材マッチングサービス for JR Tower shops; general paid placement staffing, not headhunting.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: No public email found. Public inquiry form for サツエキCircleS recruitment service confirmed on official company site jr-tower.com. Company main business is commercial facility management; recruitment staffing is a subsidiary service line.,https://www.jr-tower.com/jinzai_circles,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-083/company-90b06893-jr-tower-jinzai.txt,agent_contact_form_found
company-6e6ef0a3,株式会社 トゥインクル,,,info@twinkle8.com,0178-32-7310,https://www.twinkle8.com/contact/,https://www.twinkle8.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300033%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300033%2C1+++++,02-ユ-300033,有料職業紹介事業,青森県,全行业,recruitment_agency,medium,"Company explicitly operates 有料職業紹介事業 (paid placement) for models/artists/entertainers, a 人材紹介 signal, but no headhunting/executive-search keywords found.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email info@twinkle8.com confirmed on official company page which also matches MHLW license 02-ユ-300033, phone 0178-32-7310, and company name 株式会社トゥインクル. Official contact form also available at /contact/.",https://www.twinkle8.com/company/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-048/company-6e6ef0a3-company.txt,agent_email_found
company-03eb0001,菊池 勲,,,,0172-27-5145,https://www.wonder-tail.com/contact2/,https://www.wonder-tail.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300061%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300061%2C1+++++,02-ユ-300061,有料職業紹介事業,青森県,全行业,recruitment_agency,medium,"Main business is 人材紹介業 (human resources placement/recruitment), no executive search or headhunting signal found",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Confirmed official website https://www.wonder-tail.com/ via MHLW page reference link. Company operates as ワンダーテール (Wonder Tail), with 有料職業紹介 license 02-ユ-300061. Same phone 0172-27-5145 and address match across all sources. No public email found on any page; public inquiry web form found at /contact2/.",https://www.wonder-tail.com/contact2/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-053/company-03eb0001-contact2.txt,agent_contact_form_found
